"id","name","family","equipCommand","mainHandKinds","offHandKinds","baseResource","baseCost","baseCooldownSeconds","baseWindupSeconds","activationGate","knownLimitations","profileSource","fullRuntimeProfile","positiveResult","negativeResult","cleanupResult","testTime","heldItem","loadoutRevision","correlationRootInstance","evidenceFiles","notes"
"bone_shard","Bone Shard","PROJECTILE","/rpg equip skill01 bone_shard","WAND;SPELLBOOK","","MANA","8","1.8","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-projectiles-cohort-b.json","{""skillId"":""bone_shard"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""WAND"",""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":8,""cooldownSeconds"":1.8,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""innateBasePower"":0,""scaling"":""MAGIC"",""projectile"":{""configId"":""Projectile_Config_RPG_Bone_Shard"",""speed"":25,""maxDistance"":25,""radius"":0.25,""gravity"":0,""targetCap"":1,""coefficient"":1,""statusId"":"""",""statusSeconds"":0,""periodicCoefficient"":0,""periodicTicks"":0,""periodicIntervalSeconds"":0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{},""details"":{""element"":""NECROTIC"",""chillStacks"":0,""bossRootSlow"":0,""bossSlowOptInRoles"":[]}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"cold_blast","Cold Blast","PROJECTILE","/rpg equip skill01 cold_blast","STAFF;WAND","","MANA","14","5","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-projectiles-cohort-b.json","{""skillId"":""cold_blast"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""WAND""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":14,""cooldownSeconds"":5,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""innateBasePower"":0,""scaling"":""MAGIC"",""projectile"":{""configId"":""Projectile_Config_RPG_Cold_Blast"",""speed"":19,""maxDistance"":22,""radius"":0.45,""gravity"":0,""targetCap"":1,""coefficient"":1.1,""statusId"":""CHILL"",""statusSeconds"":0,""periodicCoefficient"":0,""periodicTicks"":0,""periodicIntervalSeconds"":0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{},""details"":{""element"":""COLD"",""chillStacks"":2,""bossRootSlow"":0,""bossSlowOptInRoles"":[]}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"crossbow_bolt","Crossbow Bolt","PROJECTILE","/rpg equip skill01 crossbow_bolt","CROSSBOW","","STAMINA","5","2","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-projectiles-cohort-b.json","{""skillId"":""crossbow_bolt"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""CROSSBOW""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":5,""cooldownSeconds"":2,""windupSeconds"":0,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""LIGHT"",""projectile"":{""configId"":""Projectile_Config_RPG_Crossbow_Bolt"",""speed"":40,""maxDistance"":32,""radius"":0.075,""gravity"":10,""targetCap"":1,""coefficient"":1.25,""statusId"":"""",""statusSeconds"":0,""periodicCoefficient"":0,""periodicTicks"":0,""periodicIntervalSeconds"":0,""ammoItemId"":""Weapon_Arrow_Crude"",""ammoQuantity"":1,""fullyCharged"":false,""knockbackDistance"":0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{},""details"":{""element"":""PHYSICAL"",""chillStacks"":0,""bossRootSlow"":0,""bossSlowOptInRoles"":[]}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"explosive_flask","Explosive Flask","PROJECTILE","/rpg equip skill01 explosive_flask","BOMB","","STAMINA","8","8","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-projectiles-cohort-c.json","{""skillId"":""explosive_flask"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""BOMB""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":8,""cooldownSeconds"":8,""windupSeconds"":0,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""LIGHT"",""projectile"":{""configId"":""Projectile_Config_RPG_Explosive_Flask"",""speed"":14,""maxDistance"":18,""radius"":0.2,""gravity"":9.81,""targetCap"":1,""coefficient"":0,""statusId"":"""",""statusSeconds"":0,""periodicCoefficient"":0,""periodicTicks"":0,""periodicIntervalSeconds"":0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{},""independentLifetimeSeconds"":3,""details"":{""element"":""PHYSICAL"",""chillStacks"":0,""bossRootSlow"":0,""bossSlowOptInRoles"":[],""pattern"":{""count"":1,""horizontalDegrees"":0,""verticalDegrees"":0,""intervalSeconds"":0,""homingTurnDegrees"":0,""acquisitionRadius"":0,""ballisticAim"":true},""explosion"":{""radius"":3,""coefficient"":1.3,""burnRadius"":0,""groundFuseSeconds"":0,""detonateAtAirborneLimit"":false},""nativeCapabilityGate"":""""}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"fire_bolt","Fire Bolt","PROJECTILE","/rpg equip skill01 fire_bolt","STAFF;WAND","","MANA","8","1.4","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-05-projectiles.json","{""skillId"":""fire_bolt"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""WAND""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":8.0,""cooldownSeconds"":1.4,""windupSeconds"":0.0,""basePowerSource"":""MAGIC_WEAPON"",""innateBasePower"":0.0,""scaling"":""MAGIC"",""projectile"":{""configId"":""Projectile_Config_RPG_Fire_Bolt"",""speed"":24.0,""details"":{""element"":""FIRE"",""chillStacks"":0,""bossRootSlow"":0,""bossSlowOptInRoles"":[]},""maxDistance"":24.0,""radius"":0.3,""gravity"":0.0,""targetCap"":1,""coefficient"":0.95,""statusId"":""BURN"",""statusSeconds"":4.0,""periodicCoefficient"":0.1,""periodicTicks"":4,""periodicIntervalSeconds"":1.0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0.0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"fireball","Fireball","PROJECTILE","/rpg equip skill01 fireball","STAFF;WAND","","MANA","18","7","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-projectiles-cohort-c.json","{""skillId"":""fireball"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""WAND""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":18,""cooldownSeconds"":7,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""innateBasePower"":0,""scaling"":""MAGIC"",""projectile"":{""configId"":""Projectile_Config_RPG_Fireball"",""speed"":18,""maxDistance"":30,""radius"":0.5,""gravity"":0,""targetCap"":1,""coefficient"":1.55,""statusId"":""BURN"",""statusSeconds"":5,""periodicCoefficient"":0.1,""periodicTicks"":5,""periodicIntervalSeconds"":1,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{},""independentLifetimeSeconds"":0,""details"":{""element"":""FIRE"",""chillStacks"":0,""bossRootSlow"":0,""bossSlowOptInRoles"":[],""pattern"":{""count"":1,""horizontalDegrees"":0,""verticalDegrees"":0,""intervalSeconds"":0,""homingTurnDegrees"":0,""acquisitionRadius"":0,""ballisticAim"":false},""explosion"":{""radius"":4,""coefficient"":0.9,""burnRadius"":3,""groundFuseSeconds"":0,""detonateAtAirborneLimit"":false},""nativeCapabilityGate"":""""}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"frost_bolt","Frost Bolt","PROJECTILE","/rpg equip skill01 frost_bolt","STAFF;WAND","","MANA","8","1.5","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-05-projectiles.json","{""skillId"":""frost_bolt"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""WAND""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":8.0,""cooldownSeconds"":1.5,""windupSeconds"":0.0,""basePowerSource"":""MAGIC_WEAPON"",""innateBasePower"":0.0,""scaling"":""MAGIC"",""projectile"":{""configId"":""Projectile_Config_RPG_Frost_Bolt"",""speed"":22.0,""details"":{""element"":""COLD"",""chillStacks"":1,""bossRootSlow"":0,""bossSlowOptInRoles"":[]},""maxDistance"":24.0,""radius"":0.3,""gravity"":0.0,""targetCap"":1,""coefficient"":0.85,""statusId"":""CHILL"",""statusSeconds"":0.0,""periodicCoefficient"":0.0,""periodicTicks"":0,""periodicIntervalSeconds"":0.0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0.0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"quick_shot","Quick Shot","PROJECTILE","/rpg equip skill01 quick_shot","BOW;CROSSBOW","","STAMINA","4","0.9","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-05-projectiles.json","{""skillId"":""quick_shot"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""BOW"",""CROSSBOW""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":4.0,""cooldownSeconds"":0.9,""windupSeconds"":0.0,""basePowerSource"":""WEAPON"",""innateBasePower"":0.0,""scaling"":""LIGHT"",""projectile"":{""configId"":""Projectile_Config_RPG_Quick_Shot_Bow"",""speed"":30.0,""maxDistance"":28.0,""radius"":0.075,""gravity"":0.0,""targetCap"":1,""coefficient"":0.8,""statusId"":"""",""statusSeconds"":0.0,""periodicCoefficient"":0.0,""periodicTicks"":0,""periodicIntervalSeconds"":0.0,""ammoItemId"":""Weapon_Arrow_Crude"",""ammoQuantity"":1,""fullyCharged"":false,""knockbackDistance"":0.0,""configIdsByWeaponKind"":{""BOW"":""Projectile_Config_RPG_Quick_Shot_Bow"",""CROSSBOW"":""Projectile_Config_RPG_Quick_Shot_Crossbow""},""speedsByWeaponKind"":{""BOW"":30.0,""CROSSBOW"":40.0}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"snipe","Snipe","PROJECTILE","/rpg equip skill01 snipe","BOW","","STAMINA","12","10","0","NATIVE_BOW_MAX_RANGE_UNVERIFIED","NATIVE_BOW_MAX_RANGE_UNVERIFIED | Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-projectiles-cohort-c.json","{""skillId"":""snipe"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""BOW""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":12,""cooldownSeconds"":10,""windupSeconds"":0,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""LIGHT"",""projectile"":{""configId"":""Projectile_Config_RPG_Snipe"",""speed"":45,""maxDistance"":48,""radius"":0.1,""gravity"":0,""targetCap"":1,""coefficient"":2,""statusId"":"""",""statusSeconds"":0,""periodicCoefficient"":0,""periodicTicks"":0,""periodicIntervalSeconds"":0,""ammoItemId"":""Weapon_Arrow_Crude"",""ammoQuantity"":1,""fullyCharged"":true,""knockbackDistance"":0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{},""independentLifetimeSeconds"":0,""details"":{""element"":""PHYSICAL"",""chillStacks"":0,""bossRootSlow"":0,""bossSlowOptInRoles"":[],""pattern"":{""count"":1,""horizontalDegrees"":0,""verticalDegrees"":0,""intervalSeconds"":0,""homingTurnDegrees"":0,""acquisitionRadius"":0,""ballisticAim"":false},""explosion"":{""radius"":0,""coefficient"":0,""burnRadius"":0,""groundFuseSeconds"":0,""detonateAtAirborneLimit"":false},""nativeCapabilityGate"":""NATIVE_BOW_MAX_RANGE_UNVERIFIED""}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"spear_toss","Spear Toss","PROJECTILE","/rpg equip skill01 spear_toss","SPEAR","","STAMINA","7","5","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-projectiles-cohort-b.json","{""skillId"":""spear_toss"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""SPEAR""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":7,""cooldownSeconds"":5,""windupSeconds"":0,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""HEAVY"",""projectile"":{""configId"":""Projectile_Config_RPG_Spear_Toss"",""speed"":22,""maxDistance"":24,""radius"":0.25,""gravity"":0,""targetCap"":1,""coefficient"":1.15,""statusId"":"""",""statusSeconds"":0,""periodicCoefficient"":0,""periodicTicks"":0,""periodicIntervalSeconds"":0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{},""details"":{""element"":""PHYSICAL"",""chillStacks"":0,""bossRootSlow"":0,""bossSlowOptInRoles"":[]}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"stone_bolt","Stone Bolt","PROJECTILE","/rpg equip skill01 stone_bolt","STAFF;WAND","","MANA","8","2.2","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-05-projectiles.json","{""skillId"":""stone_bolt"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""WAND""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":8.0,""cooldownSeconds"":2.2,""windupSeconds"":0.0,""basePowerSource"":""MAGIC_WEAPON"",""innateBasePower"":0.0,""scaling"":""MAGIC"",""projectile"":{""configId"":""Projectile_Config_RPG_Stone_Bolt"",""speed"":17.0,""maxDistance"":20.0,""radius"":0.45,""gravity"":0.0,""targetCap"":1,""coefficient"":1.2,""statusId"":"""",""statusSeconds"":0.0,""periodicCoefficient"":0.0,""periodicTicks"":0,""periodicIntervalSeconds"":0.0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":1.5,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"void_bolt","Void Bolt","PROJECTILE","/rpg equip skill01 void_bolt","WAND;SPELLBOOK","","MANA","8","1.6","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-projectiles-cohort-b.json","{""skillId"":""void_bolt"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""WAND"",""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":8,""cooldownSeconds"":1.6,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""innateBasePower"":0,""scaling"":""MAGIC"",""projectile"":{""configId"":""Projectile_Config_RPG_Void_Bolt"",""speed"":21,""maxDistance"":24,""radius"":0.32,""gravity"":0,""targetCap"":1,""coefficient"":1,""statusId"":"""",""statusSeconds"":0,""periodicCoefficient"":0,""periodicTicks"":0,""periodicIntervalSeconds"":0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{},""details"":{""element"":""VOID"",""chillStacks"":0,""bossRootSlow"":0,""bossSlowOptInRoles"":[]}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"web_shot","Web Shot","PROJECTILE","/rpg equip skill01 web_shot","","","STAMINA","7","7","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-projectiles-cohort-b.json","{""skillId"":""web_shot"",""family"":""PROJECTILE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":7,""cooldownSeconds"":7,""windupSeconds"":0,""basePowerSource"":""INNATE"",""innateBasePower"":20,""scaling"":""LIGHT"",""projectile"":{""configId"":""Projectile_Config_RPG_Web_Shot"",""speed"":16,""maxDistance"":18,""radius"":0.35,""gravity"":0,""targetCap"":1,""coefficient"":0.25,""statusId"":""ROOT"",""statusSeconds"":2.5,""periodicCoefficient"":0,""periodicTicks"":0,""periodicIntervalSeconds"":0,""ammoItemId"":"""",""ammoQuantity"":0,""fullyCharged"":false,""knockbackDistance"":0,""configIdsByWeaponKind"":{},""speedsByWeaponKind"":{},""details"":{""element"":""PHYSICAL"",""chillStacks"":0,""bossRootSlow"":0.3,""bossSlowOptInRoles"":[]}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"guard","Guard","REACTION","/rpg equip skill01 guard","SWORD;LONGSWORD;MACE;SPEAR","","STAMINA","0","0.3","0","NATIVE_GUARD_HELD_ITEM_RELEASE_ROUTE_UNVERIFIED","NATIVE_GUARD_HELD_ITEM_RELEASE_ROUTE_UNVERIFIED | Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-movement-cohort-d.json","{""family"":""REACTION"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""SWORD"",""LONGSWORD"",""MACE"",""SPEAR""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""windupSeconds"":0,""skillId"":""guard"",""resourceCost"":0,""cooldownSeconds"":0.3,""basePowerSource"":""NONE"",""innateBasePower"":0,""scaling"":""NONE"",""reaction"":{""windowSeconds"":0,""qualifyingSignals"":[],""nativeHeld"":true}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"reflective_hide","Reflective Hide","REACTION","/rpg equip skill01 reflective_hide","","","STAMINA","10","3","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-09-support-cohort-c.json","{""skillId"":""reflective_hide"",""family"":""REACTION"",""allowedMainHandKinds"":[],""requiredOffHandKinds"":[],""secondaryFamilies"":[],""resourceType"":""STAMINA"",""resourceCost"":10,""cooldownSeconds"":3,""windupSeconds"":0,""basePowerSource"":""NONE"",""innateBasePower"":0,""scaling"":""UTILITY"",""support"":{""kind"":""REFLECT"",""range"":0,""radius"":0,""coefficient"":0.2,""reservationFraction"":0,""toggleLockSeconds"":0,""durationSeconds"":3,""movementIncreased"":0}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"riposte","Riposte","REACTION","/rpg equip skill01 riposte","SWORD;LONGSWORD","","STAMINA","8","7","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-04-skills.json","{""skillId"":""riposte"",""family"":""REACTION"",""secondaryFamilies"":[""STRIKE""],""allowedMainHandKinds"":[""SWORD"",""LONGSWORD""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":8.0,""cooldownSeconds"":7.0,""windupSeconds"":0.0,""basePowerSource"":""WEAPON"",""innateBasePower"":0.0,""scaling"":""LIGHT"",""strike"":{""geometry"":""ASSIST_CONE"",""range"":3.0,""angleDegrees"":120.0,""lineHalfWidth"":0.0,""repeats"":1,""repeatIntervalSeconds"":0.0,""targetCap"":1,""coefficient"":1.35,""statusId"":"""",""statusSeconds"":0.0},""reaction"":{""windowSeconds"":0.8,""qualifyingSignals"":[""HYTALE_DAMAGE_BLOCKED""]}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"backstab","Backstab","STRIKE","/rpg equip skill01 backstab","DAGGER","","STAMINA","10","6","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-combat-cohort-e.json","{""skillId"":""backstab"",""family"":""STRIKE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""DAGGER""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":10,""cooldownSeconds"":6,""windupSeconds"":0,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""LIGHT"",""strike"":{""geometry"":""ASSIST_CONE"",""range"":2.4,""angleDegrees"":60,""lineHalfWidth"":0,""repeats"":1,""repeatIntervalSeconds"":0,""targetCap"":1,""coefficient"":0.9,""statusId"":"""",""statusSeconds"":0,""details"":{""element"":""PHYSICAL"",""height"":2.5,""actionLockSeconds"":0,""movementFactor"":1,""victimCoefficient"":""BACKSTAB""}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"dagger_flurry","Dagger Flurry","STRIKE","/rpg equip skill01 dagger_flurry","DAGGER","","STAMINA","10","4","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-strikes-cohort-a.json","{""skillId"":""dagger_flurry"",""family"":""STRIKE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""DAGGER""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":10,""cooldownSeconds"":4,""windupSeconds"":0,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""LIGHT"",""strike"":{""geometry"":""ARC"",""range"":2.4,""angleDegrees"":80,""lineHalfWidth"":0,""repeats"":4,""repeatIntervalSeconds"":0.2,""targetCap"":64,""coefficient"":0.35,""statusId"":"""",""statusSeconds"":0,""details"":{""element"":""PHYSICAL"",""height"":2.5,""actionLockSeconds"":0.8,""movementFactor"":1}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"execution_strike","Execution Strike","STRIKE","/rpg equip skill01 execution_strike","LONGSWORD;BATTLEAXE","","STAMINA","18","10","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-combat-cohort-e.json","{""skillId"":""execution_strike"",""family"":""STRIKE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""LONGSWORD"",""BATTLEAXE""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":18,""cooldownSeconds"":10,""windupSeconds"":0,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""HEAVY"",""strike"":{""geometry"":""ARC"",""range"":3,""angleDegrees"":110,""lineHalfWidth"":0,""repeats"":1,""repeatIntervalSeconds"":0,""targetCap"":64,""coefficient"":1.4,""statusId"":"""",""statusSeconds"":0,""details"":{""element"":""PHYSICAL"",""height"":2.5,""actionLockSeconds"":0,""movementFactor"":1,""victimCoefficient"":""EXECUTION_STRIKE""}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"finishing_strike","Finishing Strike","STRIKE","/rpg equip skill01 finishing_strike","SWORD;LONGSWORD;DAGGER","","STAMINA","12","5","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-combat-cohort-e.json","{""skillId"":""finishing_strike"",""family"":""STRIKE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""SWORD"",""LONGSWORD"",""DAGGER""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":12,""cooldownSeconds"":5,""windupSeconds"":0,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""WEAPON_CLASS"",""strike"":{""geometry"":""ARC"",""range"":2.8,""angleDegrees"":100,""lineHalfWidth"":0,""repeats"":1,""repeatIntervalSeconds"":0,""targetCap"":64,""coefficient"":1.2,""statusId"":"""",""statusSeconds"":0,""details"":{""element"":""PHYSICAL"",""height"":2.5,""actionLockSeconds"":0,""movementFactor"":1,""finisher"":true}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"heavy_swing","Heavy Swing","STRIKE","/rpg equip skill01 heavy_swing","LONGSWORD;MACE;BATTLEAXE","","STAMINA","9","1.8","0.45","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-04-skills.json","{""skillId"":""heavy_swing"",""family"":""STRIKE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""LONGSWORD"",""MACE"",""BATTLEAXE""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":9.0,""cooldownSeconds"":1.8,""windupSeconds"":0.45,""basePowerSource"":""WEAPON"",""innateBasePower"":0.0,""scaling"":""HEAVY"",""strike"":{""geometry"":""ARC"",""range"":3.0,""angleDegrees"":140.0,""lineHalfWidth"":0.0,""repeats"":1,""repeatIntervalSeconds"":0.0,""targetCap"":64,""coefficient"":1.45,""statusId"":"""",""statusSeconds"":0.0}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
